recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
137374206,"{'steamid': '76561198090665022', 'num_games_owned': 110, 'num_reviews': 2, 'playtime_forever': 152458, 'playtime_last_two_weeks': 0, 'playtime_at_review': 152458, 'last_played': 1666705638}",english,I mean i cant really give a good review on it as i have yet to finish the game,1682608780,1682608780,True,227,269,0.898786962032318115,0,True,False,False,True,
137720411,"{'steamid': '76561198427691984', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 171901, 'playtime_last_two_weeks': 12401, 'playtime_at_review': 159294, 'last_played': 1684548519}",english,i suppose its pretty good haven't played it much tho tbh,1683102692,1683102692,True,41,45,0.800725042819976807,0,True,False,False,True,
137451762,"{'steamid': '76561198986395717', 'num_games_owned': 2186, 'num_reviews': 119, 'playtime_forever': 666, 'playtime_last_two_weeks': 0, 'playtime_at_review': 666, 'last_played': 1653853356}",english,"Terraria is a game that has stood the test of time and continues to captivate players with its unique blend of exploration, combat, and creativity. This 2D sandbox game has been a favorite among gamers since its initial release in 2011, and it's easy to see why.

The game offers a vast and dynamic world to explore, filled with a variety of biomes, enemies, and treasures to discover. From the underground depths of the earth to the heights of the sky, there's always something new and exciting to uncover.

But Terraria isn't just about exploring - it also offers a robust combat system that will challenge even the most seasoned players. With an array of weapons, armor, and accessories to choose from, players can tailor their playstyle to suit their preferences and take on the game's bosses with confidence.

And let's not forget about the game's creative potential. With a plethora of building materials and tools at your disposal, you can let your imagination run wild and create everything from towering castles to intricate pixel art. The possibilities are endless, and the satisfaction of seeing your creations come to life is truly rewarding.

But what sets Terraria apart from other games in its genre is the sense of community it fosters. Whether you're playing with friends or joining a public server, the game encourages collaboration and creativity. From building massive structures together to taking on the game's challenges as a team, Terraria is a game that brings people together.

In conclusion, Terraria is a game that has something for everyone. Its vast world, engaging combat, and creative potential make it a must-play for any fan of sandbox games. But it's the sense of community that really sets it apart and makes it a game that will continue to be enjoyed for years to come.",1682728078,1682728078,True,43,2,0.768250048160552979,0,True,False,False,True,
137213624,"{'steamid': '76561198263612773', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 8698, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8695, 'last_played': 1682556865}",english,yes,1682317710,1682317710,True,42,4,0.767318785190582275,0,True,False,False,True,
138267175,"{'steamid': '76561199485965404', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6842, 'playtime_last_two_weeks': 2593, 'playtime_at_review': 6034, 'last_played': 1684548303}",english,They have morning wood and a huge metal dildo that will try to go up your ass and kill you. 100/10 play it,1684029717,1684029717,True,19,13,0.694457113742828369,0,True,False,False,True,
137835902,"{'steamid': '76561198841389157', 'num_games_owned': 7, 'num_reviews': 12, 'playtime_forever': 12424, 'playtime_last_two_weeks': 37, 'playtime_at_review': 12386, 'last_played': 1683815493}",english,"Got a cat here. Friends passing by can touch her and click Like to pet her once. Award for good luck, Take My Points for infinite pets :)
⠀⠀⠀⠀⠀⠀⠀⠀⠀ ＿＿
　　　　　／＞　　フ
　　　　　| 　_　 _ l
　 　　　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ",1683305453,1683305453,True,70,5,0.624704480171203613,0,True,False,False,True,
138332107,"{'steamid': '76561198060653800', 'num_games_owned': 360, 'num_reviews': 12, 'playtime_forever': 24407, 'playtime_last_two_weeks': 0, 'playtime_at_review': 24407, 'last_played': 1681558587}",english,Im respawning in 10 secs just hold on bro,1684147718,1684147718,True,3,1,0.562841534614562988,1,True,False,False,True,
138096322,"{'steamid': '76561199013109020', 'num_games_owned': 0, 'num_reviews': 18, 'playtime_forever': 4765, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4765, 'last_played': 1667057474}",english,"I am a 45 yo father, probably one of the oldest people playing this game. I am a single farther to my Son, who is 14 now. My son got this game for Christmas in 2021 from his uncle, so we installed it on his computer and he started playing. By the end of the week he had 24 hours on this game. This was horrible for me, as it was already hard for me to find ways to spend time with my son, as he is always out with his friends or just watching YouTube. So I decided to make a Steam account and get this game to see if I could maybe play alongside him. I loaded into the game, picked my character and started playing but I was stuck on what you where supposed to do. I asked my Son for help and he hosted a game for me to join. I loved it as it was the best time I had spent with my Son since my wife had died. This game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well. This game reminded me that there's fun to be had in everything, and it has brought both me and my Son many happy memories.",1683731920,1683731920,True,2,2,0.545454561710357666,0,True,False,False,True,
138016599,"{'steamid': '76561199122125880', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 951, 'playtime_last_two_weeks': 86, 'playtime_at_review': 865, 'last_played': 1684542746}",english,just give the game like 10 minutes and progress a bit. you'll enjoy i promise,1683577934,1683577934,True,2,0,0.545454561710357666,0,True,False,False,True,
137986454,"{'steamid': '76561198038423308', 'num_games_owned': 137, 'num_reviews': 4, 'playtime_forever': 32471, 'playtime_last_two_weeks': 22, 'playtime_at_review': 32449, 'last_played': 1683585154}",english,trraria :3,1683527599,1683527599,True,2,0,0.545454561710357666,0,True,False,False,True,
137959580,"{'steamid': '76561199013515778', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 27590, 'playtime_last_two_weeks': 4054, 'playtime_at_review': 24477, 'last_played': 1684465513}",english,holy spaghetti this gaem is goo!!!!,1683482183,1683482183,True,2,0,0.545454561710357666,0,True,False,False,True,
137898694,"{'steamid': '76561198217236609', 'num_games_owned': 123, 'num_reviews': 6, 'playtime_forever': 486, 'playtime_last_two_weeks': 0, 'playtime_at_review': 486, 'last_played': 1659358578}",english,"Building, crafting, fighting, exploring & mining.",1683398431,1683398431,True,2,0,0.545454561710357666,0,True,False,False,True,
137661532,"{'steamid': '76561199167011259', 'num_games_owned': 11, 'num_reviews': 3, 'playtime_forever': 1657, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1657, 'last_played': 1681502282}",english,too complicated thats why i like it,1683007651,1683007651,True,2,0,0.545454561710357666,0,True,False,False,True,
137652081,"{'steamid': '76561198402528705', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 49337, 'playtime_last_two_weeks': 1057, 'playtime_at_review': 47074, 'last_played': 1684167814}",english,"Look at my hours, also there is like 300 costumes",1682989946,1682989946,True,2,0,0.545454561710357666,0,True,False,False,True,
137623743,"{'steamid': '76561198967139404', 'num_games_owned': 9, 'num_reviews': 7, 'playtime_forever': 85, 'playtime_last_two_weeks': 0, 'playtime_at_review': 85, 'last_played': 1672398131}",english,wow its 2d love terraria,1682955678,1682955728,True,2,0,0.545454561710357666,0,True,False,False,True,
137455651,"{'steamid': '76561199166299401', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3464, 'playtime_last_two_weeks': 2684, 'playtime_at_review': 202, 'last_played': 1684435358}",english,i can say the n word,1682734240,1682734240,True,2,0,0.545454561710357666,0,True,False,False,True,
137249616,"{'steamid': '76561199133497214', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 29261, 'playtime_last_two_weeks': 1809, 'playtime_at_review': 25954, 'last_played': 1684495499}",english,"Better than sesame street AND the teletubbies 




YKNOW WHAT, ITS EVEN BETTER THAN GORDOM RAMSAY'S KITCHEN NIGHTMARES!!!!! HELLL YEAAAHHHHHHHH!!!!!!!!",1682378126,1682378126,True,2,0,0.545454561710357666,0,True,False,False,True,
137197963,"{'steamid': '76561198877021837', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 7894, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7865, 'last_played': 1682398079}",english,"Good game to spend time, either alone or with friends :D",1682286156,1682286156,True,2,0,0.545454561710357666,0,True,False,False,True,
137121314,"{'steamid': '76561198121168807', 'num_games_owned': 0, 'num_reviews': 13, 'playtime_forever': 6537, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6537, 'last_played': 1490627607}",english,"Nobody reads these, ugh... 2D Minecraft.",1682181516,1682181516,True,2,1,0.545454561710357666,0,True,False,False,True,
137082773,"{'steamid': '76561198880766019', 'num_games_owned': 83, 'num_reviews': 50, 'playtime_forever': 405, 'playtime_last_two_weeks': 0, 'playtime_at_review': 405, 'last_played': 1666139105}",english,good,1682124181,1682124181,True,2,0,0.545454561710357666,0,True,False,False,True,
138128686,"{'steamid': '76561198160396078', 'num_games_owned': 149, 'num_reviews': 6, 'playtime_forever': 7642, 'playtime_last_two_weeks': 586, 'playtime_at_review': 7285, 'last_played': 1684381279}",english,"I got crushed by another boulder again today.

Good times.",1683793374,1683793374,True,2,0,0.54356849193572998,0,True,False,False,True,
137067654,"{'steamid': '76561199080367401', 'num_games_owned': 61, 'num_reviews': 4, 'playtime_forever': 704, 'playtime_last_two_weeks': 0, 'playtime_at_review': 704, 'last_played': 1682098647}",english,"fun to play w friends, defo recommend",1682101770,1682101770,True,2,0,0.54356849193572998,0,True,False,False,True,
136989733,"{'steamid': '76561198257033728', 'num_games_owned': 101, 'num_reviews': 4, 'playtime_forever': 6188, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6188, 'last_played': 1670810072}",english,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH BABABABABAB BOOOOOOOOOOOOO RAAAAAAAAAAAAA JIJIJIJIIJIJ COCOCOCOCOCOCOCOO LALALALALALALALALA OOOOOOOOOOOOOOOOOOOOOOOOOOO BUUUUUUUUUUUUUUUUUUUUUUUUUUUUU EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,1681967829,1681967829,True,2,0,0.541984736919403076,0,True,False,False,True,
137838710,"{'steamid': '76561199166196782', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 1169, 'playtime_last_two_weeks': 79, 'playtime_at_review': 1089, 'last_played': 1684154393}",english,do not tern the music off,1683309064,1683309064,True,2,0,0.541284441947937012,0,True,True,False,True,
138070716,"{'steamid': '76561199222016852', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3542, 'playtime_last_two_weeks': 457, 'playtime_at_review': 3520, 'last_played': 1683734134}",english,"Awesome game, so much fun! I've played so many hours on this game!",1683677424,1683677424,True,2,0,0.538461565971374512,0,True,False,False,True,
138231425,"{'steamid': '76561198364068162', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 5605, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5605, 'last_played': 1657875291}",english,"There are no cats in this game so..
Here I will leave the cat, friends who pass by can pet it and give it a thumbs up
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ",1683977477,1683977477,True,5,2,0.535714268684387207,0,True,False,False,True,
138298371,"{'steamid': '76561199134533887', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 1731, 'playtime_last_two_weeks': 1136, 'playtime_at_review': 1337, 'last_played': 1684351677}",english,OMG THIS IS BETTER THEN MINECRAFT,1684081227,1684081227,True,2,0,0.53271031379699707,0,True,False,False,True,
137121621,"{'steamid': '76561198351051211', 'num_games_owned': 238, 'num_reviews': 7, 'playtime_forever': 11066, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11066, 'last_played': 1669941145}",english,holy based this game's good,1682181849,1682181849,True,1,0,0.53125,0,True,False,False,True,
137561974,"{'steamid': '76561199075132913', 'num_games_owned': 1166, 'num_reviews': 23, 'playtime_forever': 39020, 'playtime_last_two_weeks': 0, 'playtime_at_review': 39020, 'last_played': 1679571923}",english,"The best soundtrack so far, with addictive and satisfying gameplay. Very good game to chill in your room when it's raining and thunderstorm outside. Just don't get too addicted to it ;)",1682872029,1682872029,True,2,0,0.527438998222351074,0,True,False,False,True,
138560781,"{'steamid': '76561198148217743', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1309, 'playtime_last_two_weeks': 1309, 'playtime_at_review': 928, 'last_played': 1684541150}",english,Loading...,1684518498,1684518498,True,1,0,0.525862038135528564,0,True,False,False,True,
138227945,"{'steamid': '76561198849505586', 'num_games_owned': 13, 'num_reviews': 4, 'playtime_forever': 14308, 'playtime_last_two_weeks': 1065, 'playtime_at_review': 13243, 'last_played': 1684547154}",english,on allah bro this game gives me the tingly winglies,1683971590,1683971590,True,1,0,0.525862038135528564,0,True,False,False,True,
138127118,"{'steamid': '76561198282010360', 'num_games_owned': 27, 'num_reviews': 6, 'playtime_forever': 6983, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6983, 'last_played': 1675032085}",english,perfect,1683789033,1683789033,True,1,0,0.525862038135528564,0,True,False,False,True,
137741453,"{'steamid': '76561198018496254', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1356, 'playtime_last_two_weeks': 401, 'playtime_at_review': 780, 'last_played': 1683919943}",english,gud ja,1683136067,1683136067,True,1,0,0.525862038135528564,0,True,False,False,True,
137474755,"{'steamid': '76561199083664819', 'num_games_owned': 7, 'num_reviews': 2, 'playtime_forever': 7923, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7923, 'last_played': 1682202097}",english,"Whenever I play this game, I feel like I'm trapped in a loop I can never escape.",1682764852,1682764852,True,1,0,0.525862038135528564,0,True,False,False,True,
138563258,"{'steamid': '76561199439657607', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 322, 'playtime_last_two_weeks': 322, 'playtime_at_review': 120, 'last_played': 1684545678}",english,"Been playing this game on ps4 for years, It's always been an old but reliable one. Would recommend trying it out at least once.",1684521361,1684521361,True,1,0,0.523809552192687988,0,True,False,False,True,
138497773,"{'steamid': '76561198965422079', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 136380, 'playtime_last_two_weeks': 3952, 'playtime_at_review': 136237, 'last_played': 1684457394}",english,I mean it's alright,1684428264,1684428264,True,1,0,0.523809552192687988,0,True,False,False,True,
138490169,"{'steamid': '76561199157418478', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 12549, 'playtime_last_two_weeks': 664, 'playtime_at_review': 12416, 'last_played': 1684505262}",english,you can pet the cat,1684418944,1684418944,True,1,0,0.523809552192687988,0,True,False,False,True,
138487122,"{'steamid': '76561198805263352', 'num_games_owned': 31, 'num_reviews': 26, 'playtime_forever': 2535, 'playtime_last_two_weeks': 1373, 'playtime_at_review': 2180, 'last_played': 1684542541}",english,games,1684415142,1684415142,True,1,0,0.523809552192687988,0,True,False,False,True,
138477676,"{'steamid': '76561199247979576', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 14738, 'playtime_last_two_weeks': 1968, 'playtime_at_review': 14685, 'last_played': 1684450505}",english,This game is better than minecraft,1684401023,1684401023,True,1,0,0.523809552192687988,0,True,False,False,True,
138462769,"{'steamid': '76561198111789260', 'num_games_owned': 141, 'num_reviews': 2, 'playtime_forever': 508, 'playtime_last_two_weeks': 0, 'playtime_at_review': 508, 'last_played': 1460081936}",english,Great game,1684372468,1684372468,True,1,0,0.523809552192687988,0,True,False,False,True,
138462604,"{'steamid': '76561198255774634', 'num_games_owned': 93, 'num_reviews': 1, 'playtime_forever': 27351, 'playtime_last_two_weeks': 783, 'playtime_at_review': 27351, 'last_played': 1683856933}",english,Fun,1684372160,1684372160,True,1,0,0.523809552192687988,0,True,False,False,True,
138458633,"{'steamid': '76561198329569874', 'num_games_owned': 249, 'num_reviews': 20, 'playtime_forever': 26923, 'playtime_last_two_weeks': 0, 'playtime_at_review': 26923, 'last_played': 1681867583}",english,Childhood...,1684364828,1684364828,True,1,0,0.523809552192687988,0,True,False,False,True,
138445084,"{'steamid': '76561198139947860', 'num_games_owned': 23, 'num_reviews': 1, 'playtime_forever': 26012, 'playtime_last_two_weeks': 452, 'playtime_at_review': 26012, 'last_played': 1684204972}",english,Could be harder,1684344991,1684344991,True,1,0,0.523809552192687988,0,True,False,False,True,
138435164,"{'steamid': '76561199180903846', 'num_games_owned': 0, 'num_reviews': 11, 'playtime_forever': 21041, 'playtime_last_two_weeks': 841, 'playtime_at_review': 21041, 'last_played': 1684088830}",english,one of the best games i've ever played,1684331597,1684331597,True,1,0,0.523809552192687988,0,True,False,False,True,
138434850,"{'steamid': '76561199418378749', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3852, 'playtime_last_two_weeks': 3881, 'playtime_at_review': 897, 'last_played': 1684546881}",english,great game 10/10,1684331138,1684331138,True,1,0,0.523809552192687988,0,True,False,False,True,
138424694,"{'steamid': '76561199013282695', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 41211, 'playtime_last_two_weeks': 4654, 'playtime_at_review': 40628, 'last_played': 1684547546}",english,"Play the base game get a grasp of what you need to do and beat moon lord (use the wiki), after this i would recommend Tmod Loader and give calamity a shot",1684311114,1684311114,True,1,0,0.523809552192687988,0,True,False,False,True,
138424007,"{'steamid': '76561198803612273', 'num_games_owned': 107, 'num_reviews': 10, 'playtime_forever': 15899, 'playtime_last_two_weeks': 941, 'playtime_at_review': 15860, 'last_played': 1684360311}",english,"Very fun game, play with friends to get the most out of game. 

200 fishing quests achivement sucks",1684309243,1684309243,True,1,0,0.523809552192687988,0,True,False,False,True,
138423509,"{'steamid': '76561199227067001', 'num_games_owned': 12, 'num_reviews': 2, 'playtime_forever': 573, 'playtime_last_two_weeks': 573, 'playtime_at_review': 573, 'last_played': 1684261857}",english,"When I was a child, my father never took an interest in my hobbies. He was always out, at work, or just doing ‘adult’ things. Due to this, I vowed that when I had kids, I would take an interest in their hobbies, whether they be sports, gaming, or whatever else! And that’s why I became a 45 year old father, probably one of the oldest people playing this game. I am the father to my son, Alfred, who is now 14. Recently, my son downloaded this game and in less than a week, he had already played for over 20 hours. This was devastating for me, as instead of bonding over ping pong, he was locked away in his room. As a result, I decided to make a Steam account, and get this game and take an interest in his hobbies, as my father had never done. I loaded into the game, and had no clue what to do, so I asked my son for help, and he hosted a game for me to join. I loved it, as he hadn’t seemed this happy since we went rock climbing together in 2018. This game has ever since brought my son and I closer again, and now we spend time together on hobbies that I grew up with, such as fishing. This game reminded me that there’s fun to be had in everything, and it has brought both I and my son many happy memories.",1684307814,1684307814,True,1,0,0.523809552192687988,0,True,False,False,True,
138420476,"{'steamid': '76561198192680451', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 39599, 'playtime_last_two_weeks': 397, 'playtime_at_review': 39445, 'last_played': 1684474820}",english,The game's good except the fact that heart statue isn't 2x2 despite the fact the sprite clearly shows it takes 2x2 space.,1684299117,1684299117,True,1,0,0.523809552192687988,0,True,False,False,True,
138394369,"{'steamid': '76561199137918894', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 621, 'playtime_last_two_weeks': 504, 'playtime_at_review': 229, 'last_played': 1684543248}",english,Fun,1684265153,1684265153,True,1,0,0.523809552192687988,0,True,False,False,True,
138394255,"{'steamid': '76561199451660736', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 3043, 'playtime_last_two_weeks': 50, 'playtime_at_review': 3012, 'last_played': 1684266962}",english,good gam.,1684265000,1684265000,True,1,0,0.523809552192687988,0,True,False,False,True,
138392517,"{'steamid': '76561199485731536', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3741, 'playtime_last_two_weeks': 2176, 'playtime_at_review': 2675, 'last_played': 1684547432}",english,One of the best games i have ever played. It was very much worth the money even if you beat the game there are still so many bosses/things to do that you couldn't do before you beat the moon lord. But any ways very fun totally worth the money and just a very fun.,1684262473,1684262473,True,1,0,0.523809552192687988,0,True,False,False,True,
138392404,"{'steamid': '76561199243415851', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 20469, 'playtime_last_two_weeks': 1348, 'playtime_at_review': 20096, 'last_played': 1684519056}",english,this game  is better that minecraft,1684262338,1684262338,True,1,0,0.523809552192687988,0,True,False,False,True,
138381994,"{'steamid': '76561199435843008', 'num_games_owned': 3, 'num_reviews': 1, 'playtime_forever': 40861, 'playtime_last_two_weeks': 10253, 'playtime_at_review': 37551, 'last_played': 1684547542}",english,no sex when sex update,1684247195,1684247195,True,1,0,0.523809552192687988,0,True,False,False,True,
138376731,"{'steamid': '76561199498062615', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 844, 'playtime_last_two_weeks': 844, 'playtime_at_review': 211, 'last_played': 1684339069}",english,Y e s.,1684237548,1684237548,True,1,0,0.523809552192687988,0,True,False,False,True,
138365727,"{'steamid': '76561198218356813', 'num_games_owned': 85, 'num_reviews': 5, 'playtime_forever': 15952, 'playtime_last_two_weeks': 1983, 'playtime_at_review': 15378, 'last_played': 1684382644}",english,Yes,1684207524,1684207524,True,1,0,0.523809552192687988,0,True,False,False,True,
138344814,"{'steamid': '76561199478079607', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 7961, 'playtime_last_two_weeks': 1681, 'playtime_at_review': 7896, 'last_played': 1684356173}",english,epic,1684168468,1684168468,True,1,0,0.523809552192687988,0,True,False,False,True,
138343573,"{'steamid': '76561199237391379', 'num_games_owned': 33, 'num_reviews': 9, 'playtime_forever': 10125, 'playtime_last_two_weeks': 3, 'playtime_at_review': 10124, 'last_played': 1684344341}",english,fun,1684167309,1684167309,True,1,0,0.523809552192687988,0,True,False,False,True,
138343519,"{'steamid': '76561199219405835', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 466, 'playtime_last_two_weeks': 466, 'playtime_at_review': 412, 'last_played': 1684513080}",english,good game,1684167254,1684167254,True,1,0,0.523809552192687988,0,True,False,False,True,
138336392,"{'steamid': '76561199091752147', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1037, 'playtime_last_two_weeks': 510, 'playtime_at_review': 762, 'last_played': 1684433815}",english,This is a very addicting game and very fun if multiplayer,1684156268,1684156268,True,1,0,0.523809552192687988,0,True,False,False,True,
138335977,"{'steamid': '76561198814997608', 'num_games_owned': 12, 'num_reviews': 3, 'playtime_forever': 4522, 'playtime_last_two_weeks': 4466, 'playtime_at_review': 3480, 'last_played': 1684483611}",english,its so fkin good,1684155612,1684155612,True,1,0,0.523809552192687988,0,True,False,False,True,
138332481,"{'steamid': '76561198254111659', 'num_games_owned': 43, 'num_reviews': 3, 'playtime_forever': 61559, 'playtime_last_two_weeks': 623, 'playtime_at_review': 61414, 'last_played': 1684411905}",english,I don't know what I'm doing but I like it,1684148581,1684148581,True,1,0,0.523809552192687988,0,True,False,False,True,
138332241,"{'steamid': '76561199168256599', 'num_games_owned': 3, 'num_reviews': 1, 'playtime_forever': 2044, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2044, 'last_played': 1674396796}",english,kur spiest,1684148062,1684148062,True,1,0,0.523809552192687988,0,True,False,False,True,
138318040,"{'steamid': '76561198261949433', 'num_games_owned': 36, 'num_reviews': 21, 'playtime_forever': 8011, 'playtime_last_two_weeks': 2432, 'playtime_at_review': 6938, 'last_played': 1684545589}",english,I have 115 hours of WIKI reading,1684110594,1684110594,True,1,0,0.523809552192687988,0,True,False,False,True,
138304038,"{'steamid': '76561199446509507', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1543, 'playtime_last_two_weeks': 241, 'playtime_at_review': 1486, 'last_played': 1684195306}",english,A masterpiece.,1684088240,1684088240,True,1,0,0.523809552192687988,0,True,False,False,True,
138295642,"{'steamid': '76561199504030145', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1301, 'playtime_last_two_weeks': 1301, 'playtime_at_review': 948, 'last_played': 1684273927}",english,mohammed,1684077711,1684077711,True,1,0,0.523809552192687988,0,True,False,False,True,
138265524,"{'steamid': '76561199012611814', 'num_games_owned': 5, 'num_reviews': 1, 'playtime_forever': 1550, 'playtime_last_two_weeks': 1550, 'playtime_at_review': 862, 'last_played': 1684548090}",english,"Pretty amazing game I have to say, it may not be getting any huge updates anymore but it's so intricate to the new player they won't even notice, and if they start to become bored there's a whole workshop to re-vamp the game even more!",1684026564,1684026564,True,1,0,0.523809552192687988,0,True,False,False,True,
138249176,"{'steamid': '76561199227746686', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 2092, 'playtime_last_two_weeks': 860, 'playtime_at_review': 1555, 'last_played': 1684352486}",english,good,1684000999,1684000999,True,1,0,0.523809552192687988,0,True,True,False,True,
138243807,"{'steamid': '76561199020138231', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 5646, 'playtime_last_two_weeks': 1101, 'playtime_at_review': 4594, 'last_played': 1684547587}",english,"""kill this boss for mystical powers."" ""ok I killed him where are my powers"" ""sorry man your gonna need another 700 hours of game play""",1683994067,1683994067,True,1,0,0.523809552192687988,0,True,False,False,True,
138231096,"{'steamid': '76561199493313136', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1115, 'playtime_last_two_weeks': 1115, 'playtime_at_review': 342, 'last_played': 1684447948}",english,the devs made the spiders hella creepy,1683976908,1683976908,True,1,0,0.523809552192687988,0,True,False,False,True,
138224512,"{'steamid': '76561199229320974', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 35013, 'playtime_last_two_weeks': 8098, 'playtime_at_review': 30992, 'last_played': 1684547500}",english,its very good,1683965434,1683965434,True,1,0,0.523809552192687988,0,True,False,False,True,
138223304,"{'steamid': '76561198139730188', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 34708, 'playtime_last_two_weeks': 236, 'playtime_at_review': 34708, 'last_played': 1683447617}",english,"wow, what a ride.
ʕ ꈍᴥꈍʔ",1683962929,1683962929,True,1,0,0.523809552192687988,0,True,False,False,True,
138208048,"{'steamid': '76561198930543638', 'num_games_owned': 37, 'num_reviews': 9, 'playtime_forever': 25080, 'playtime_last_two_weeks': 136, 'playtime_at_review': 25035, 'last_played': 1684526043}",english,gaming,1683932484,1683932484,True,1,0,0.523809552192687988,0,True,False,False,True,
138198494,"{'steamid': '76561199226262824', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 5109, 'playtime_last_two_weeks': 4785, 'playtime_at_review': 1062, 'last_played': 1684542370}",english,trerara.,1683920383,1683920383,True,1,0,0.523809552192687988,0,True,True,False,True,
138172409,"{'steamid': '76561198053808075', 'num_games_owned': 234, 'num_reviews': 1, 'playtime_forever': 8634, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8634, 'last_played': 1675624943}",english,Definitely Recommend +,1683875746,1683875746,True,1,0,0.523809552192687988,0,True,False,False,True,
138170896,"{'steamid': '76561198844875972', 'num_games_owned': 83, 'num_reviews': 8, 'playtime_forever': 7193, 'playtime_last_two_weeks': 85, 'playtime_at_review': 7108, 'last_played': 1684096038}",english,"Before I played Terraria:
＼＼
　＼ ＼( ͡° ͜ʖ ͡°)
　　＼ <　⌒ヽ
　　　/ 　 へ　＼
　　 /　　/　 ＼　＼
　　 ﾚ　ノ　　　 ヽ_つ
　　/　/
　 /　/|
　(　(ヽ
　|　| 、＼
　| 丿 ＼ ⌒)
　| |　　) /
ノ )　　Lﾉ
After I played Terraria:
／ﾌﾌ 　　　　　　 　 ム｀ヽ
/ ノ) 　　　　　　　　　｜ ｜
/ ｜　　( ͡° ͜ʖ ͡°） ⌒（ゝ._,ノ
/　ﾉ⌒7⌒ヽーくー ＼　／
丶＿ ノ ｡　　 ノ､　｡|/
　　 `ヽ `ー-'_人`ーﾉ
　　　 丶 ￣ _人'彡)",1683871704,1683871704,True,1,1,0.523809552192687988,0,True,False,False,True,
